40,Ottawa Senators,Andreas Englund\engluan01,SE,D,18,,DJURGARDEN (Sweden-2),,,,,,,,,,,,
41,New Jersey Devils,Joshua Jacobs\jacobjo01,US,D,18,,INDIANA (USHL),,,,,,,,,,,,
42,Nashville Predators,Vladislav Kamenev\kamenvl01,RU,LW,18,,MAGNITOGORSK 2 (Russia-Jr.),,,,,,,,,,,,
43,Arizona Coyotes,Ryan MacInnis\macinry01,US,C,18,,KITCHENER (OHL),,,,,,,,,,,,
44,Buffalo Sabres,Eric Cornel\corneer01,CA,C,18,,PETERBOROUGH (OHL),,,,,,,,,,,,
45,Dallas Stars,Brett Pollock\pollobr01,CA,LW,18,,EDMONTON (WHL),,,,,,,,,,,,
46,San Jose Sharks,Julius Bergman\bergmju01,SE,D,18,,FROLUNDA JR. (Sweden-Jr.),,,,,,,,,,,,
47,Columbus Blue Jackets,Ryan Collins\colliry01,US,D,18,,USA U-18 (USHL),,,,,,,,,,,,
48,Philadelphia Flyers,Nicolas Aube-Kubel\aubekni01,CA,RW,18,,VAL-D'OR (QMJHL),,,,,,,,,,,,
49,Buffalo Sabres,Vaclav Karabacek\karabva01,CZ,RW,18,,GATINEAU (QMJHL),,,,,,,,,,,,
50,Los Angeles Kings,Roland McKeown\mckeoro01,CA,D,18,,KINGSTON (OHL),,,,,,,,,,,,
51,Nashville Predators,Jack Dougherty\doughja01,US,D,18,,USA U-18 (USHL),,,,,,,,,,,,
52,St. Louis Blues,Maxim Letunov\letunma01,RU,C,18,,YOUNGSTOWN (USHL),,,,,,,,,,,,
53,San Jose Sharks,Noah Rod\rodno01,CH,RW,18,,GENEVE JR. (SWISS-JR.),,,,,,,,,,,,
54,Calgary Flames,Hunter Smith\smithhu01,CA,RW,19,,OSHAWA (OHL),,,,,,,,,,,,
55,Anaheim Ducks,Brandon Montour\montobr01,CA,D,20,,WATERLOO (USHL),,,,,,,,,,,,
56,Boston Bruins,Ryan Donato\donatry01,US,C,18,,DEXTER SCHOOL (High-MA),,,,,,,,,,,,
57,Tampa Bay Lightning,Johnathan McLeod\maclejo02,US,D,18,,USA U-18 (USHL),,,,,,,,,,,,
58,Arizona Coyotes,Christian Dvorak\dvorach01,US,LW,18,,LONDON (OHL),,,,,,,,,,,,
59,New York Rangers,Brandon Halverson\halvebr01,US,G,18,,SAULT STE. MARIE (OHL),,,,,,,,,,,,
60,Los Angeles Kings,Alex Lintuniemi\lintual01,FI,D,18,,OTTAWA (OHL),,,,,,,,,,,,
,Round 3,Round 3,,,,,,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats
Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA
61,Buffalo Sabres,Jonas Johansson\johanjo03,SE,G,18,,BRYNAS JR. (Sweden-Jr.),,,,,,,,,,,,
62,Nashville Predators,Justin Kirkland\kirklju01,CA,LW,18,,KELOWNA (WHL),,,,,,,,,,,,
63,Detroit Red Wings,Dominic Turgeon\turgedo01,CA,C,18,,PORTLAND (WHL),,,,,,,,,,,,
64,Calgary Flames,Brandon Hickey\hickebr01,CA,D,18,,SPRUCE GROVE (AJHL),,,,,,,,,,,,
65,Florida Panthers,Juho Lammikko\lammiju01,FI,RW,18,,ASSAT JR. (Finland-Jr.),,,,,,,,,,,,
66,Vancouver Canucks,Nikita Tryamkin\tryamni01,RU,D,20,2016,YEKATERINBURG (Russia),13,1,1,2,-3,10,,,,,,
67,Carolina Hurricanes,Warren Foegele\foegewa01,CA,LW,18,,ST. ANDREWS (HIGH-ON),,,,,,,,,,,,
68,Toronto Maple Leafs,Rinat Valiev\valieri01,RU,D,19,2016,KOOTENAY (WHL),10,0,0,0,0,0,,,,,,
69,Winnipeg Jets,Jack Glover\gloveja01,US,D,18,,USA U-18 (USHL),,,,,,,,,,,,
70,Ottawa Senators,Miles Gendron\gendrmi01,US,D,18,,RIVERS ACADEMY (High-MA),,,,,,,,,,,,
71,New Jersey Devils,Connor Chatham\chathco01,US,RW,18,,PLYMOUTH (OHL),,,,,,,,,,,,
72,San Jose Sharks,Alex Schoenborn\schoeal01,US,RW,18,,PORTLAND (WHL),,,,,,,,,,,,
73,Montreal Canadiens,Brett Lernout\lernobr01,CA,D,18,2016,SWIFT CURRENT (WHL),1,0,0,0,0,0,,,,,,
74,Buffalo Sabres,Brycen Martin\martibr01,CA,D,18,,SWIFT CURRENT (WHL),,,,,,,,,,,,
75,Dallas Stars,Alexander Peters\peteral01,CA,D,18,,PLYMOUTH (OHL),,,,,,,,,,,,
76,Columbus Blue Jackets,Elvis Merzlikins\merzlel01,LV,G,20,,LUGANO (Swiss),,,,,,,,,,,,
77,Columbus Blue Jackets,Blake Siebenaler\siebebl01,US,D,18,,NIAGARA (OHL),,,,,,,,,,,,
78,New York Islanders,Ilya Sorokin\sorokil01,RU,G,19,,NOVOKUZNETSK (Russia),,,,,,,,,,,,
79,Tampa Bay Lightning,Brayden Point\pointbr01,CA,C,18,,MOOSE JAW (WHL),,,,,,,,,,,,
80,Minnesota Wild,Louis Belpedio\belpelo01,US,D,18,,USA U-18 (USHL),,,,,,,,,,,,
81,San Jose Sharks,Dylan Sadowy\sadowdy01,CA,LW,18,,SAGINAW (OHL),,,,,,,,,,,,
82,St. Louis Blues,Jake Walman\walmaja01,CA,D,18,,TORONTO JC (OJHL),,,,,,,,,,,,
83,Chicago Blackhawks,Matheson Iacopelli\iacopma01,US,RW,20,,MUSKEGON (USHL),,,,,,,,,,,,
84,Colorado Avalanche,Kyle Wood\woodky01,CA,D,18,,NORTH BAY (OHL),,,,,,,,,,,,
85,New York Rangers,Keegan Iverson\iverske01,US,C/RW,18,,PORTLAND (WHL),,,,,,,,,,,,
86,Philadelphia Flyers,Mark Friedman\friedma01,CA,D,18,,WATERLOO (USHL),,,,,,,,,,,,
87,Arizona Coyotes,Anton Karlsson\karlsan02,SE,RW,18,,FROLUNDA JR. (Sweden-Jr.),,,,,,,,,,,,
88,Chicago Blackhawks,Beau Starrett\starrbe01,US,C/LW,18,,SOUTH SHORE (USPHL),,,,,,,,,,,,
89,Washington Capitals,Nathan Walker\walkena01,GB,LW,20,,HERSHEY (AHL),,,,,,,,,,,,
90,Los Angeles Kings,Michael Amadio\amadimi01,CA,C,18,,NORTH BAY (OHL),,,,,,,,,,,,
,Round 4,Round 4,,,,,,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats
Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA
91,Edmonton Oilers,William Lagesson\lageswi01,SE,D,18,,FROLUNDA JR. (Sweden-Jr.),,,,,,,,,,,,
92,Florida Panthers,Joe Wegwerth\wegwejo01,US,RW,18,,USA U-18 (USHL),,,,,,,,,,,,
93,Colorado Avalanche,Nicholas Magyar\magyani01,US,RW,18,,KITCHENER (OHL),,,,,,,,,,,,
94,St. Louis Blues,Ville Husso\hussovi01,FI,G,19,,HIFK (Finland),,,,,,,,,,,,
95,New York Islanders,Linus Soderstrom\soderli01,SE,G,18,,DJURGARDEN JR. (Sweden-Jr.),,,,,,,,,,,,
96,Carolina Hurricanes,Josh Wesley\weslejo01,US,D,18,,PLYMOUTH (OHL),,,,,,,,,,,,
97,Carolina Hurricanes,Lucas Wallmark\wallmlu01,SE,C,19,,LULEA (Sweden),,,,,,,,,,,,
98,Chicago Blackhawks,Frederik Olofsson\olofsfr01,SE,LW,18,,CHICAGO (USHL),,,,,,,,,,,,
99,Winnipeg Jets,Chase De Leo\deleoch01,US,C,18,2016,PORTLAND (WHL),2,0,0,0,1,0,,,,,,
100,Ottawa Senators,Shane Eiserman\eisersh01,US,C/LW,18,,DUBUQUE (USHL),,,,,,,,,,,,
101,Winnipeg Jets,Nelson Nogier\nogiene01,CA,D,18,,SASKATOON (WHL),,,,,,,,,,,,
102,San Jose Sharks,Alexis Vanier\vanieal01,CA,D,18,,BAIE-COMEAU (QMJHL),,,,,,,,,,,,
103,Toronto Maple Leafs,John Piccinich\piccijo01,US,RW,18,,YOUNGSTOWN (USHL),,,,,,,,,,,,
104,New York Rangers,Ryan Mantha\manthry01,US,D,18,,INDIANA (USHL),,,,,,,,,,,,
105,Dallas Stars,Michael Prapavessis\prapami01,CA,D,18,,TORONTO LAKESHORE (OJHL),,,,,,,,,,,,
106,Detroit Red Wings,Christoffer Ehn\ehnch01,SE,C,18,,FROLUNDA JR. (Sweden-Jr.),,,,,,,,,,,,
107,Columbus Blue Jackets,Julien Pelletier\pelleju01,CA,LW,18,,CAPE BRETON (QMJHL),,,,,,,,,,,,
108,New York Islanders,Devon Toews\toewsde01,CA,D,20,,QUINNIPIAC (ECAC),,,,,,,,,,,,
109,Minnesota Wild,Kaapo Kahkonen\kahkoka01,FI,G,18,,BLUES JR. (Finland-Jr.),,,,,,,,,,,,
110,St. Louis Blues,Austin Poganski\poganau01,US,RW,18,,TRI-CITY (USHL),,,,,,,,,,,,
111,Edmonton Oilers,Zachary Nagelvoort\nagelza01,US,G,20,,Michigan (Big Ten),,,,,,,,,,,,
112,Nashville Predators,Viktor Arvidsson\arvidvi01,SE,LW,21,2016,SKELLEFTEA (Sweden),62,8,8,16,-8,35,,,,,,
113,Pittsburgh Penguins,Sam Lafferty\laffesa01,US,C/LW,19,,DEERFIELD (High-MA),,,,,,,,,,,,
114,Colorado Avalanche,Alexis Pepin\pepinal01,CA,LW,18,,GATINEAU (QMJHL),,,,,,,,,,,,
115,Dallas Stars,Brent Moran\moranbr02,CA,G,18,,NIAGARA (OHL),,,,,,,,,,,,
116,Boston Bruins,Danton Heinen\heineda01,CA,C/LW,19,,SURREY (BCHL),,,,,,,,,,,,
117,Arizona Coyotes,Michael Bunting\buntimi01,CA,LW,18,,SAULT STE. MARIE (OHL),,,,,,,,,,,,
118,New York Rangers,Igor Shesterkin\shestig01,RU,G,18,,SPARTAK 2 (Russia-Jr.),,,,,,,,,,,,
119,Tampa Bay Lightning,Ben Thomas\thomabe01,CA,D,18,,CALGARY (WHL),,,,,,,,,,,,
120,Los Angeles Kings,Steven Johnson\johnsst01,US,D,20,,OMAHA (USHL),,,,,,,,,,,,
,Round 5,Round 5,,,,,,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats
Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA
121,Buffalo Sabres,Maxwell Willman\willmma01,US,C,19,,WILLISTON-NORTHAMPTON (High-MA),,,,,,,,,,,,
122,New York Rangers,Richard Nejezchleb\nejezri01,CZ,LW,20,,BRANDON (WHL),,,,,,,,,,,,
123,Anaheim Ducks,Matthew Berkovitz\berkoma01,US,D,18,,ASHWAUBENON (High-WI),,,,,,,,,,,,
124,St. Louis Blues,Jaedon Descheneau\deschja01,CA,RW,19,,KOOTENAY (WHL),,,,,,,,,,,,
125,Montreal Canadiens,Nikolas Koberstein\koberni01,CA,D,18,,OLDS (AJHL),,,,,,,,,,,,
126,Vancouver Canucks,Gustav Forsling\forslgu02,SE,D,18,,LINKOPING JR. (Sweden-Jr.),,,,,,,,,,,,
127,Carolina Hurricanes,Clark Bishop\bishocl01,CA,C,18,,CAPE BRETON (QMJHL),,,,,,,,,,,,
128,Toronto Maple Leafs,Dakota Joshua\joshuda01,US,C,18,,SIOUX FALLS (USHL),,,,,,,,,,,,
129,Winnipeg Jets,Clinston Franklin\frankcl01,US,LW,20,,SIOUX FALLS (USHL),,,,,,,,,,,,
130,Edmonton Oilers,Liam Coughlin\coughli01,US,C/LW,19,,VERNON (BCHL),,,,,,,,,,,,
131,New Jersey Devils,Ryan Rehill\rehilry01,CA,D,18,,KAMLOOPS (WHL),,,,,,,,,,,,
132,Nashville Predators,Joonas Lyytinen\lyytijo01,FI,D,19,,KALPA (Finland),,,,,,,,,,,,
133,Arizona Coyotes,Dysin Mayo\mayody01,CA,D,18,,EDMONTON (WHL),,,,,,,,,,,,
134,Washington Capitals,Shane Gersich\gersish01,US,C/LW,18,,USA U-18 (USHL),,,,,,,,,,,,
135,Dallas Stars,Miro Karjalainen\karjami01,FI,D,18,,JOKERIT U18 (Finland-Jr.),,,,,,,,,,,,
136,Detroit Red Wings,Chase Perry\perrych01,US,G,18,,WENATCHEE (NAHL),,,,,,,,,,,,
137,Columbus Blue Jackets,Tyler Bird\birdty01,US,RW,18,,KIMBALL UNION (High-NH),,,,,,,,,,,,
138,Philadelphia Flyers,Oskar Lindblom\lindbos01,SE,LW,18,,BRYNAS JR. (Sweden-Jr.),,,,,,,,,,,,
139,Minnesota Wild,Tanner Faith\faithta01,CA,D,18,,KOOTENAY (WHL),,,,,,,,,,,,
140,New York Rangers,Daniel Walcott\walcoda01,CA,D,20,,BLAINVILLE-BOISBRIAND (QMJHL),,,,,,,,,,,,
141,Chicago Blackhawks,Luc Snuggerud\snugglu01,US,D,18,,EDEN PRAIRIE (High-MN),,,,,,,,,,,,
142,New York Rangers,Tyler Nanne\nannety01,US,D,18,,EDINA HIGH (High-MN),,,,,,,,,,,,
143,Florida Panthers,Miguel Fidler\fidlemi02,US,LW,18,,EDINA HIGH (High-MN),,,,,,,,,,,,
144,Colorado Avalanche,Anton Lindholm\lindhan01,SE,D,19,,SKELLEFTEA JR. (Sweden-Jr.),,,,,,,,,,,,
145,Pittsburgh Penguins,Anthony Angello\angelan01,US,C,18,,OMAHA (USHL),,,,,,,,,,,,
146,Boston Bruins,Anders Bjork\bjorkan01,US,LW,18,,USA U-18 (USHL),,,,,,,,,,,,
147,Montreal Canadiens,Daniel Audette\audetda01,US,C,18,,SHERBROOKE (QMJHL),,,,,,,,,,,,
148,Chicago Blackhawks,Andreas Soderberg\soderan01,SE,D,18,,SKELLEFTEA JR. (Sweden-Jr.),,,,,,,,,,,,
149,San Jose Sharks,Rourke Chartier\chartro01,CA,C,18,,KELOWNA (WHL),,,,,,,,,,,,
150,Los Angeles Kings,Alec Dillon\dilloal01,CA,G,18,,VICTORIA (WHL),,,,,,,,,,,,
,Round 6,Round 6,,,,,,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats
Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA
151,Buffalo Sabres,Christopher Brown\brownch02,US,C,18,,CRANBROOK KINGSWOOD (HIGH-MI),,,,,,,,,,,,
152,New Jersey Devils,Joey Dudek\dudekjo01,US,C,18,,KIMBALL UNION (High-NH),,,,,,,,,,,,
153,Edmonton Oilers,Tyler Vesel\veselty01,US,C,20,,OMAHA (USHL),,,,,,,,,,,,
154,Dallas Stars,Aaron Haydon\haydoaa01,US,D,18,,NIAGARA (OHL),,,,,,,,,,,,
155,New York Islanders,Kyle Schempp\schemky01,US,C,20,,FERRIS STATE (WCHA),,,,,,,,,,,,
156,Vancouver Canucks,Kyle Pettit\pettiky01,CA,C,18,,ERIE (OHL),,,,,,,,,,,,
157,Los Angeles Kings,Jake Marchment\marchja01,CA,C,19,,BELLEVILLE (OHL),,,,,,,,,,,,
158,Toronto Maple Leafs,Nolan Vesey\veseyno01,US,LW,19,,SOUTH SHORE (USPHL),,,,,,,,,,,,
159,Washington Capitals,Steven Spinner\spinnst01,US,RW,18,,EDEN PRAIRIE (High-MN),,,,,,,,,,,,
160,Minnesota Wild,Pontus Sjalin\sjalipo01,SE,D,18,,Östersunds (Sweden),,,,,,,,,,,,
161,New Jersey Devils,Brandon Baddock\baddobr01,CA,LW,19,,EDMONTON (WHL),,,,,,,,,,,,
162,Nashville Predators,Aaron Irving\irvinaa01,CA,D,18,,EDMONTON (WHL),,,,,,,,,,,,
163,Arizona Coyotes,David Westlund\westlda01,SE,D,19,,BRYNAS JR. (Sweden-Jr.),,,,,,,,,,,,
164,Winnipeg Jets,Pavel Kraskovsky\kraskpa01,RU,C,18,,YAROSLAVL 2 (Russia-Jr.),,,,,,,,,,,,
165,Dallas Stars,John Nyberg\nyberjo01,SE,LW,18,,FROLUNDA JR. (Sweden-Jr.),,,,,,,,,,,,
166,Detroit Red Wings,Julius Vahatalo\vahatju01,FI,LW,19,,TPS JR. (Finland-Jr.),,,,,,,,,,,,
167,Minnesota Wild,Chase Lang\langch01,CA,C,18,,CALGARY (WHL),,,,,,,,,,,,
168,Philadelphia Flyers,Radel Fazleev\fazlera01,RU,C,18,,CALGARY (WHL),,,,,,,,,,,,
169,Minnesota Wild,Reid Duke\dukere01,CA,C,18,,LETHBRIDGE (WHL),,,,,,,,,,,,
170,Tampa Bay Lightning,Cristiano Digiacinto\digiacr01,CA,LW,18,,WINDSOR (OHL),,,,,,,,,,,,
171,San Jose Sharks,Kevin Labanc\labanke01,US,RW,18,,BARRIE (OHL),,,,,,,,,,,,
172,St. Louis Blues,Chandler Yakimowicz\yakimch01,US,RW,18,,LONDON (OHL),,,,,,,,,,,,
173,Pittsburgh Penguins,Jaden Lindo\lindoja01,CA,RW,18,,OWEN SOUND (OHL),,,,,,,,,,,,
174,Colorado Avalanche,Maximilian Pajpach\pajpama01,SK,G,18,,SLOVAKIA U18 (Slovakia-2),,,,,,,,,,,,
175,Calgary Flames,Adam Ollas-Mattsson\ollasad01,SE,D,18,,DJURGARDEN JR. (Sweden-Jr.),,,,,,,,,,,,
176,St. Louis Blues,Samuel Blais\blaissa01,CA,LW,18,,VICTORIAVILLE (QMJHL),,,,,,,,,,,,
177,Montreal Canadiens,Hayden Hawkey\hawkeha01,US,G,19,,OMAHA (USHL),,,,,,,,,,,,
178,Chicago Blackhawks,Dylan Sikura\sikurdy01,CA,C,19,,AURORA (OJHL),,,,,,,,,,,,
179,Chicago Blackhawks,Ivan Nalimov\nalimiv01,RU,G,20,,SKA ST. PETERSBURG 2 (Russia-Jr.),,,,,,,,,,,,
180,Los Angeles Kings,Matthew Mistele\mistema01,CA,LW,18,,PLYMOUTH (OHL),,,,,,,,,,,,
,Round 7,Round 7,,,,,,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Scoring Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats,NHL Goalie Stats
Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA
181,Buffalo Sabres,Victor Olofsson\olofsvi01,SE,RW,19,,MODO JR. (Sweden-Jr.),,,,,,,,,,,,
182,Florida Panthers,Hugo Fagerblom\fagerhu01,SE,G,18,,FROLUNDA U18 (Sweden-Jr.),,,,,,,,,,,,
183,Edmonton Oilers,Keven Bouchard\bouchke01,CA,G,18,,VAL-D'OR (QMJHL),,,,,,,,,,,,
184,Calgary Flames,Austin Carroll\carroau01,CA,RW,20,,VICTORIA (WHL),,,,,,,,,,,,
185,Tampa Bay Lightning,Cameron Darcy\darcyca01,US,C,20,,CAPE BRETON (QMJHL),,,,,,,,,,,,
186,Vancouver Canucks,Mackenze Stewart\stewama01,CA,D,19,,PRINCE ALBERT (WHL),,,,,,,,,,,,
187,Carolina Hurricanes,Kyle Jenkins\jenkiky01,CA,D,18,,SAULT STE. MARIE (OHL),,,,,,,,,,,,
188,Toronto Maple Leafs,Pierre Engvall\engvapi01,SE,LW,18,,FROLUNDA JR. (Sweden-Jr.),,,,,,,,,,,,
189,Ottawa Senators,Kelly Summers\summeke01,CA,D,18,,CARLETON PLACE (CCHL),,,,,,,,,,,,
190,Ottawa Senators,Francis Perron\perrofr01,CA,LW,18,,ROUYN-NORANDA (QMJHL),,,,,,,,,,,,
191,Arizona Coyotes,Jared Fiegl\fieglja01,US,LW,18,,USA U-18 (USHL),,,,,,,,,,,,
192,Winnipeg Jets,Matt Ustaski\ustasma01,US,C/LW,20,,LANGLEY (BCHL),,,,,,,,,,,,
193,Arizona Coyotes,Edgars Kulda\kuldaed01,LV,LW,19,,EDMONTON (WHL),,,,,,,,,,,,
194,Washington Capitals,Kevin Elgestal\elgeske01,SE,RW,18,,FROLUNDA JR. (Sweden-Jr.),,,,,,,,,,,,
195,Dallas Stars,Patrick Sanvido\sanvipa01,CA,D,18,,WINDSOR (OHL),,,,,,,,,,,,
196,Detroit Red Wings,Axel Holmstrom\holmsax01,SE,C,18,,SKELLEFTEA JR. (Sweden-Jr.),,,,,,,,,,,,
197,Columbus Blue Jackets,Olivier Leblanc\leblaol01,CA,D,18,,SAINT JOHN (QMJHL),,,,,,,,,,,,
198,Philadelphia Flyers,Jesper Pettersson\petteje01,SE,D,20,,LINKOPING (Sweden),,,,,,,,,,,,
199,Minnesota Wild,Pavel Jenys\jenyspa01,CZ,C,18,,BRNO (Czech),,,,,,,,,,,,
200,New York Islanders,Lukas Sutter\suttelu01,US,C,20,,RED DEER (WHL),,,,,,,,,,,,
201,Detroit Red Wings,Alexander Kadeykin\kadeyal01,RU,C,20,,MYTISCHI (Russia),,,,,,,,,,,,
202,St. Louis Blues,Dwyer Tschantz\tschadw01,US,RW,19,,INDIANA (USHL),,,,,,,,,,,,
203,Pittsburgh Penguins,Jeff Taylor\tayloje01,US,D,20,,UNION COLLEGE (ECAC),,,,,,,,,,,,
